[00:00] 歡迎大家來到今天的欺騰的介紹的作者
[02:29:45] 然後我其實看運動
[02:29:46] 才是
[02:29:47] 例如我們可以
[02:29:48] 大家可以看幫助
[02:29:49] 政府
[02:29:50] 而且連員券都補助
[02:29:52] 那我
[02:29:53] 我剛才就自己整理的差異花賣點
[02:29:55] 就是我們運動花了
[02:29:56] 運動可以不用花到錢
[02:29:57] 那你各種我們可以
[02:29:58] 拍交件過去
[02:29:59] 那可以去外面玩
[02:30:00] 然後審訊裡面公禮
[02:30:01] 有這樣可能
[02:30:02] 一次離公禮
[02:30:03] 就30到60萬
[02:30:04] 企業就省下這個錢
[02:30:05] 但是我會幫你寫
[02:30:06] 成有運動相關
[02:30:07] 就是
[02:30:08] 就是要含一點運動
[02:30:09] 可能爬個山
[02:30:10] 建醒一下
[02:30:11] 那可以安排在八月到10月
[02:30:12] 沒有疫情
[02:30:13] 我剛剛講到
[02:30:14] 實事等
[02:30:15] 我們可以在線上或戶外
[02:30:16] 然後可以增加
[02:30:18] 每一例嘛
[02:30:19] 然後疫情
[02:30:20] 後大家都很容易變胖了
[02:30:21] OK
[02:30:22] 那請大家
[02:30:23] 需要多大家幫忙
[02:30:24] 就是
[02:30:25] 我們會
[02:30:26] 會終點備
[02:30:27] 因為我們這個政府
[02:30:28] 有補助那個
[02:30:29] 終點備的補助
[02:30:30] 我們就從
[02:30:31] 增定費在
[02:30:32] 會賄給你
[02:30:33] 舉例子說
[02:30:34] 他拿10萬
[02:30:35] 舉例子
[02:30:36] 大概一個數字
[02:30:37] 然後我們就回賄個
[02:30:38] 一萬塊左右
[02:30:39] 舉例子
[02:30:40] 我們就會把這個
[02:30:41] 一天費用
[02:30:42] 感謝你
[02:30:43] 就是幫我們
[02:30:44] 介紹
[02:30:45] 幫教練介紹客人
[02:30:46] 然後同時
[02:30:47] 也幫助
[02:30:48] 更多人增加運動人
[02:30:50] OK
[02:30:51] 那我們這個
[02:30:52] 為什麼我要今天
[02:30:53] 我會提呢
[02:30:54] 我會提早提
[02:30:56] 月好同時
[02:30:57] 給大家做個
[02:30:58] 飯粒
[02:30:59] 就是大家之後
[02:31:00] 就可以做一個
[02:31:01] 有關廣告時間
[02:31:02] 那我們
[02:31:03] 他提於
[02:31:04] 處這提於處的專案
[02:31:06] 每
[02:31:07] 4月17號
[02:31:08] 會是審查回憶
[02:31:09] 所以如果
[02:31:10] 你現在
[02:31:11] 跟你的朋友說
[02:31:12] 等於10號
[02:31:13] 錢把它
[02:31:14] 有企業可以做
[02:31:15] 那你跟我講
[02:31:16] 我還可以幫他
[02:31:17] 做案子
[02:31:18] 就是我可以幫他
[02:31:19] 做規劃
[02:31:20] 那我們
[02:31:21] 如果只是
[02:31:22] 存介紹
[02:31:23] 合銷的話
[02:31:24] 那就會
[02:31:25] 高很多
[02:31:26] 所以呢
[02:31:27] 大概就這樣
[02:31:28] 或是有人想要創業
[02:31:29] 像我們這個
[02:31:30] 專業做起來
[02:31:31] 就很好的教練
[02:31:32] 然後也確
[02:31:33] 運動器才有廠商
[02:31:34] 什麼廠商都
[02:31:35] 覺得剛才廠商都會
[02:31:36] 覺得
[02:31:37] 所以呢如果
[02:31:38] 有這樣廠商
[02:31:39] 或是你會
[02:31:40] 想要創業
[02:31:41] 因為我們需要
[02:31:42] 更多的
[02:31:43] 店家嘛
[02:31:44] 幫助更多人
[02:31:45] 所以呢
[02:31:46] 都可以介紹給我
[02:31:47] 好
[02:31:48] 我的時間
[02:31:49] 壓得比較快一點
