[00:00] 我就是一個不愛開暖氣的人
[02:31:06] 那時候我跟一個貴婦去的
[02:31:09] 然後因為跟貴婦去
[02:31:11] 就不一定有那麼多
[02:31:12] 就是貴婦什麼都要吃好
[02:31:14] 做好你們知道他一個晚上的
[02:31:16] 我跟他一起去了拉斯貝加斯
[02:31:18] 然後又去了雪獅達
[02:31:19] 又去了哪裡我忘了
[02:31:21] 拉斯貝加斯幾乎一晚一萬塊哦
[02:31:23] 然後一人分攤就一萬出頭
[02:31:26] 一萬出頭
[02:31:27] 也就是一個人分單
[02:31:28] 大概五六千塊台幣一個晚上
[02:31:31] 然後請問你有沒有覺得有點貴
[02:31:34] 有點貴
[02:31:35] 但是因為我滾貴
[02:31:36] 然後這只是助我而已哦
[02:31:38] 我還沒有跟你說交通呢
[02:31:40] 不好意思哦
[02:31:41] 那個因為他那時候懷孕又貴婦
[02:31:43] 所以呢
[02:31:45] 他我跟他出門
[02:31:47] 就是什麼坐小飛機
[02:31:48] 然後坐家長行李車
[02:31:51] 我快昏倒了
[02:31:52] 那趟旅行花很多錢
[02:31:54] 但是我那時候是不是
[02:31:56] 第二次去的時候
[02:31:57] 稍微比較有預算了
[02:31:58] 但是一趟旅行
[02:32:00] 二三十萬是不是很多
[02:32:02] 然後而且你看哦大家想一下
[02:32:04] 如果旅行
[02:32:06] 然後那段時間沒有工作
[02:32:08] 是不是等於花出去
[02:32:10] 就沒有賺再加花出去就更多
[02:32:13] 啊我也是要養家活口的嘛
[02:32:15] 所以我那時候呢
[02:32:16] 設定了一件事
[02:32:17] 我那時候就開始做線上課了
[02:32:19] 所以那次的線上課
[02:32:20] 為我帶來遠大於我這趟旅行的收入
[02:32:24] 想不想要學
[02:32:25] 像遠大於那趟旅行的收入
[02:32:27] 那時候我都還不會
[02:32:29] 這種自媒體行銷什麼哦
[02:32:31] 但是我具備了什麼能力呢
[02:32:33] 就是我具備了很落地的能力
[02:32:36] 所以我們的系統為什麼叫落地
[02:32:38] 就是因為我很落地從
[02:32:41] 很早就開始很落地
[02:32:43] 然後新語如果要學怎麼做線上課
[02:32:46] 明天就要講這件事
[02:32:48] 好跟大家預告一下
[02:32:50] 明天我們要幹嘛
[02:32:51] 明天要跟大家講
[02:32:53] 嗯怎麼樣給你有多元的收入
[02:32:56] 然後你怎麼把你的課做好
[02:32:59] 怎麼讓你的課長長久久
[02:33:02] 賣五到十年我真心說五年
[02:33:05] 我都覺得說少了
[02:33:06] 但是我只能保守說
[02:33:08] 我不喜歡誇大的
[02:33:09] 我們不誇大好不好
[02:33:11] 那感謝各位今天留到這裡
[02:33:14] 然後明天呢我們會繼續
[02:33:17] 我剛剛已經有
[02:33:18] 好已經有很多人天大
[02:33:20] 我不確定那個什麼
[02:33:22] 我不確定我們還有沒有名額
[02:33:24] 說實話我們的一堆一支詢入
[02:33:26] 然後當然我們也會看
[02:33:28] 你們解甜的內容
[02:33:30] 希望我們還有一滴滴名額
[02:33:32] 可以給到明天的同學
[02:33:34] 好那大家明天也準時來
[02:33:37] 然後我會盡量的
[02:33:38] 大概謝謝各位
[02:33:40] 然後盡量的每天我都會
[02:33:43] 我們每一天都會講
[02:33:44] 最後結尾都會講一些
[02:33:45] 不一樣的小故事給大家
[02:33:47] 然後今天謝謝大家來到這邊
[02:33:49] 那我們今天就到這邊結束囉
[02:33:52] 大家早點休息晚安囉
[02:33:54] 晚安囉拜拜拜拜
[02:34:19] 拜拜
[02:34:49] 拜拜
[02:35:19] 拜拜
[02:35:49] 拜拜
[02:36:19] 拜拜
[02:36:49] 拜拜
[02:37:19] 拜拜
[02:37:49] 拜拜
[02:38:19] 拜拜
[02:38:49] 拜拜
[02:39:19] 拜拜
[02:39:49] 拜拜
[02:40:19] 拜拜
[02:40:49] 拜拜
[02:41:19] 拜拜
[02:41:49] 拜拜
[02:42:19] 拜拜
[02:42:49] 拜拜
[02:43:19] 拜拜
[02:43:49] 拜拜
[02:44:19] 拜拜
[02:44:49] 拜拜
[02:45:19] 拜拜
[02:45:49] 拜拜
[02:46:19] 拜拜
[02:46:49] 拜拜
[02:47:19] 拜拜
[02:47:49] 拜拜
