[00:00] 大家都知道2024到2043這20年是很具有潛力的
[02:23:00] 那我為什麼一定要請你們
[02:23:02] 那個什麼
[02:23:03] 一定要寫給我
[02:23:04] 還有一個原因
[02:23:05] 是因為呀
[02:23:06] 你們有田表單的同學
[02:23:08] 有時候
[02:23:09] 你們不一定會收到訊息
[02:23:12] 你知道
[02:23:13] 你們會收到訊息
[02:23:14] 但是哦
[02:23:15] 你收到訊息的時候是怎麼樣
[02:23:19] 是那個
[02:23:21] 可能你會收到是那個什麼
[02:23:23] 被擋住的
[02:23:24] 就是你收到訊息
[02:23:26] 可能會他會跑到你的Email的哪裡呢
[02:23:29] 會跑到你Email的什麼
[02:23:30] 主要郵箱啊
[02:23:32] 然後或是促銷郵箱
[02:23:33] 社群網路
[02:23:34] 怎麼最新快訊
[02:23:35] 大家有印象嗎
[02:23:37] 你會跑到好幾個地方
[02:23:39] 所以呢
[02:23:40] 你們就會搞不清楚說
[02:23:42] 到底有沒有收到
[02:23:43] 因為你們看不到
[02:23:44] 那這時候你們加我們的官方
[02:23:47] 這時候我們在官方
[02:23:48] 來回你是不是就幫助你更好的
[02:23:52] 那個幫助你更好的找到
[02:23:55] 所以大家留意一下哦
[02:23:57] 留意一下
[02:23:58] 然後好的
[02:24:00] 那假設我們真的沒有收到
[02:24:02] 你的預約的同學
[02:24:03] 就是不要擔心
[02:24:05] 我們會
[02:24:06] 因為你已經在LineOA
[02:24:08] 跟我們說了
[02:24:10] 所以呢
[02:24:10] 我們就會那個
[02:24:13] 提告訴你
[02:24:14] 我們就會
[02:24:15] 我們在LineOA會回你
[02:24:17] 等一下我們的
[02:24:18] 那個顧問也會幫助我去回覆這個東西
[02:24:21] 好
[02:24:23] 好
[02:24:23] 那非常感謝大家今天參與我們的活動
[02:24:27] 哇
[02:24:27] 我們這三天活動很開心哦
[02:24:29] 今天到第三天
[02:24:30] 大家都就是都一直上線
[02:24:32] 那我也希望
[02:24:33] 最後可以支持到你們
[02:24:35] 那最後還是要跟大家講哦
[02:24:37] 就是
[02:24:38] 我真的是很希望可以支持你們
[02:24:40] 所以呢
[02:24:41] 我剛剛會把我們一些秘密
[02:24:42] 都跟你們說
[02:24:44] 然後我希望
[02:24:45] 我也希望你們都可以活出一個
[02:24:48] 連你自己都羨慕自己的一個狀態
[02:24:51] 我覺得那個是最美好的
[02:24:53] 有時候我都覺得
[02:24:53] 哇
[02:24:54] 我會很羨慕我自己現在活出的狀態
[02:24:56] 比如說
[02:24:57] 我讓自己永遠是充滿熱情的
[02:25:00] 然後我
[02:25:01] 我覺得這件事情對我來說很重要
[02:25:03] 然後我對這個世界是有嚮往的
[02:25:05] 我覺得這個世界
[02:25:06] 還有很多東西值得我探索的
[02:25:08] 值得我去前進的
[02:25:10] 然後我還是有內在的渴望
[02:25:12] 我沒有忘記我是誰
[02:25:14] 然後我知道我未來想要走到哪裡
[02:25:17] 所以這些都是讓我會覺得很棒的
[02:25:21] 好
[02:25:21] 那有同學在問說費用
[02:25:24] 要請你們預約一對一之後
[02:25:26] 因為我們要確定你是適合的對象
[02:25:30] 我們就會告訴你費用
[02:25:32] 那如果不適合也沒有關係
[02:25:34] 我們就適合我們才會告訴你哦
[02:25:36] 好不好
[02:25:38] 因為我們總要確定
[02:25:39] 我們可不可以支持到你嘛
[02:25:40] 我們確定真的可以支持
[02:25:42] 我就會告訴你那個費用
[02:25:44] 那如果我沒有辦法支持到你
[02:25:46] 那你聽了也沒有
[02:25:48] 也沒有對你有幫助你理解嗎
[02:25:50] 所以如果我們可以支持到你的
[02:25:53] 我會讓你知道好嗎
[02:25:55] 然後謝謝那個
[02:25:56] 賴小姐問的這個問題
[02:25:58] 好
[02:25:59] 那最後大家還有什麼問題嗎
[02:26:02] 如果沒有問題的話
[02:26:04] 我們今天就到這邊結束了
[02:26:07] 對
[02:26:07] 謝謝各位
[02:26:09] 然後適合之後
[02:26:10] 還有更多類似像這樣子的活動
[02:26:12] 跟大家分享好嗎
[02:26:13] 你們如果待在群組
[02:26:15] 我們有新的活動會
[02:26:16] 我們就會在群組裡
[02:26:17] 讓你們第一時間就先知道
[02:26:20] 然後很謝謝我們的U卡
[02:26:22] 然後謝謝A比
[02:26:23] 謝謝A你今天來到這邊
[02:26:25] 然後也謝謝我們的工作人員
[02:26:27] 我謝謝豆子
[02:26:28] 謝謝大家
[02:26:29] 謝謝所有參與的人
[02:26:30] 謝謝你們
[02:26:31] 真的是這三天好好的連著
[02:26:33] 說我希望對你們有支持
[02:26:35] 請記下我跟你們講的一些重點
[02:26:38] 希望你們回到你們的工作領域
[02:26:40] 去把它用出來
[02:26:41] 好不好
[02:26:42] 那最後就在這裡
[02:26:43] 跟大家說一聲晚安
[02:26:45] 對回到初心沒錯
[02:26:47] 好回到初心
[02:26:48] 謝謝各位
[02:26:49] 那就先到這邊囉
[02:26:50] 各位拜拜囉
[02:26:52] 拜拜
[02:26:54] 謝謝貝卡
[02:26:54] Mischel
[02:26:55] 拜拜
